,berita,categories,berantai,topik,jenis,,,
449,Dominos is giving away 2 FREE Large Pizzas per family to everyone this week to support the nation during Corona Pandemic. Click here to get: http://www[dot]dominos.com[dot]2pizza[dot]club,salah,tidak berantai,ekonomi,[fabricated content],,kejahatan,penipuan
450,"Walikota Solo menghimbau, bukan paksaan, kita2 ikut beli ticket bonbin Jurug. Hrg nya per lembar 20rb. Bisa digunakan kapan aja, sp akhir 2021.Pengelola tdk sanggup memberi makan binatang2 bonbin, spt harimau, singa, buaya, dll, karena tdk ada pengunjung dimasa covid19 ini. Monggo daftar disini. Siapa menabur, besok akan menuai.",salah,tidak berantai,ekonomi,[false context],,,
451,Pemberitahuan. Kalau bisa jgn ke Giant Pal 6 dulu karena Manager nya meninggal kena covid dan skrg karyawannya sedang di periksa,salah,tidak berantai,kesehatan,[fabricated content],,,
452,"Ada pasien covid 19 di rs manap meninggal.. skrng persiapan pemakaman
A1 bg... lg persiapan orng dipmakaman pall 10, mayat lg dlam proses kremasi",salah,tidak berantai,lain,[false context],,,
453,"Z sampaikan teman2 untuk sementara waktu jgn ke lippo dulu sdh zona merah, 14 orang terpapar d lippo",salah,berantai,kesehatan,[fabricated content],,,
454,"Ganjar Pranowo Bolehkan Warga Jawa Tengah Salat Idul Fitri,
  ????Ini 5 Syarat yang Harus Dipenuhi** ????

Berita Daerah | 16 Mei 2020 |

Ganjar Pranowo bolehkan-warga-jawa-tengah-salat-idul-fitri-ini-5-syarat-yang-harus-dipenuhi
Gubernur Jawa Tengah (Sumber: KOMPAS.COM)
SEMARANG, KOMPAS TV - Gubernur Jawa Tengah, memperbolehkan warga Jawa Tengah melaksanakan Salat Idul Fitri atau Ied berjamaah di masjid / lapangan pada Ahad (24/5/2020) nanti.

Namun demikian ada beberapa syarat yang harus dipenuhi oleh warga ketika menunaikan salat sunat tersebut. Syarat tersebut sesuai protokol kesehatan.

????Pertama, jamaah harus menggunakan masker. 
????Kedua, pengaturan saf pertama, kedua dst. dalam shalat minimal 1 meter. ????Ketiga, penyelenggara wajib menyediakan air yang mengalir untuk membasuh tangan beserta sabun.

????Keempat, dilakukan pengecekan suhu badan. ????????Kelima/ Terakhir, Khotib dan imam salat mempersingkat khotbah dan bacaan salat.

Syarat tersebut diatur dalam surat edaran yang dikeluarkan Sekretariat Daerah Pemprov Jawa Tengah tertanggal 16 Mei 2020, yang ditandatangani Sekdaprov Jawa Tengah, atas nama Gubernur Jawa Tengah.

Dalam SE Nomor 451/7809/012/2020 itu  dijelaskan, relaksasi aturan PSBB tersebut merujuk pada Fatwa Majelis Ulama Indonesia (MUI) Nomor 28 tahun 2020 tentang Panduan dan Kaifiat Takbir dan Salat Idul Fitri di tengah pandemi Covid-19.

Semarang, 16 Mei 2020",salah,tidak berantai,lain,[misleading content],,,
455,"Yth. Bapak/Ibu PTK Negeri dan Swasta,

Assalamualaikum Wr Wb

Menindaklanjuti Surat Edaran Kepala Dinas Pendidikan Provinsi DKI Jakarta nomor 43/SE/2020 tentang Perpanjangan Pembelajaran Jarak Jauh/PJJ pada masa Darurat Covid 19 dan Perpanjangan Masa Pembatasan Sosial Berskala Besar (PSBB) diberitahukan hal-hal sbb:

1. Kegiatan Pembelajaran Jarak Jauh dilaksanakan sampai dengan Hari Jumat 15 Mei 2020.

2. Libur Idul Fitri tanggal 18 Mei s.d. 1 Juni 2020.

3. Kegiatan Belajar Mengajar kembali akan dilaksanakan hari Selasa 2 Juni 2020 (Kondisional, sesuai dengan Kebijakan Dinas Pendidikan Prov DKI Jakarta.

4. Tetap berada dirumah dan menerapkan Pola Hidup Bersih dan Sehat untuk mengurangi Penyebaran Virus

5. Semua sekolah membuat atas nama sekolahnya masing masing mengucapkan Selamat menunaikan Ibadah Puasa Ramadhan dan Selamat Hari Raya Idul Fitri 1 Syawal 1441 H, semoga amal ibadah kita diterima Allah SWT dan kita kembali ke fitrah.

Demikian informasi ini kami sampaikan, untuk menjadi maklum adanya, Jika ada perkembangan informasi, akan kami sampaikan selanjutnya. Terima kasih.

Kepala Dinas Pendidikan Provinsi. DKI Jakarta",salah,tidak berantai,lain,[fabricated content],,,
456,"Buat teman2 yg tinggal di sekitar cileungsi...klo bisa jangan ke pasar cileungsi dlu. Karena ada 13 org penjual daging yg positif covid19, sekarang ini di pasar cileungsi lg dilakukan test swab massal. Bukan hoax ya teman teman...",salah,tidak berantai,kesehatan,[false context],,,
457,"Assalamu’alaikum wr wb di sampaikan bahwa Kecamatan MB Ketapang Sampit Kab. Kotim sdh bebas sholat Jumat dan Tarawih dan jamaah fardhu di Masjid/Langgar/Mushalla krn sdh menjadi Zona Hijau (yang positif kena virus Corona sdh tdk ada lagi, ttp tetap pakai masker dan jaga jarak). Pesan ini dari Ketua MUI Kab Kotim (Drs H. Amrullah Hadi) dan Ketua Komisi Fatwa MUI Kab Kotim (KH Zainuddin Imberan)",salah,tidak berantai,agama,[false context],,,
458,"PERHATIAN....
Sepanjang jl. Mataram
Dr. Cipto & Jalan Besar Lain nya .
Hari ini Ada Operasi
""MASKER""
Bagi Siapa Tidak Gunakan MASKER
Kena DENDA Rp.300.000,-
Operasi Tersebut Gabungan PM & POLISI Mohon Gunakan MASKER.",salah,tidak berantai,lain,[misleading content],,,
459,"Di Tahun 2002, ada sebuah cuplikan Dlm salah satu episode Bajay bajuri Tentang penyakit menular yg berasal dari China
Semua orang sudah pakai masker,  dan orang yang diduga kena penyakit menular harus dikarantina. 
Saat itu kita hanya menontonnya sebagai cerita biasa

18 Tahun kemudian, kisah itu Identik dgn apa yg kita rasakan sekarang

Tanpa sadar kita kadang sudah diperlihatkan tanda² nya",salah,tidak berantai,lain,[false context],,,
460,,salah,,,[fabricated content],,,
461,"KUOTA 100GB GRATIS SELAMA LOCKDOWN COVID-19
Bersama Lawan COVID-19.
KUOTA 100GB GRATIS SELAMA LOCKDOWN COVID-19

Bersama Lawan COVID-19.
Pesan Pemerintah Tetap Dirumah & Jaga Jarak.
Sebagai Insentif Pemerintah Akan Gratiskan Akses Internet.
Baca Selengkapnya Di
https://www.internet.gratis.pemerintah.go.id.pusat-informasi.pw/daftar

Bersama Lawan COVID-19.
Pesan Pemerintah Tetap Dirumah & Jaga Jarak.
Sebagai Insentif Pemerintah Akan Gratiskan Akses Internet.
Baca Selengkapnya Di
https://www.internet.gratis.pemerintah.go.id.data.satelit.pw/corona

Request for fact check on topic/keyword: ""*Pemerintah Berikan Internet Gratis*.
Akibat Corona Virus Pemerintah Gratiskan Internet.
Baca Selengkapnya Di
https://www.internet.gratis.pemerintah.go.id.pusat.kominfo.asia/daftar""

""*KUOTA 100GB GRATIS SELAMA LOCKDOWN COVID-19(VIRUS CORONA)*
Dapatkan kuota sebesar 100gb selama lockdown untuk menekan penyebaran virus covid-19
Saya udah mendapatkannya ,klik link dibawah ini 👇👇 :
https://www.kuota-100gb.cf/""

KUOTA 100GB GRATIS SELAMA LOCKDOWN COVID-19(VIRUS CORONA)
Dapatkan kuota sebesar 100gb selama lockdown untuk menekan penyebaran virus covid-19
Saya udah mendapatkannya ,klik link dibawah ini 👇👇 :
https://www.kuota-100gb.cf/

KUOTA 100GB GRATIS SELAMA LOCKDOWN COVID-19(VIRUS CORONA)

""*100GB data Internet tanpa pengisian ulang apa pun Untuk QUARANTINE (CORONAVIRUS)*
Dapatkan 100GB data Internet gratis di jaringan seluler apa pun selama 60 hari.
Dapatkan DI SINI sekarang 👇👇
http://freeinternet4g.quizurl.com""
""Untuk melawan virus Corona, kami menawarkan kepada Anda 1000GB koneksi internet gratis untuk tetap di rumah dengan selamat dan menikmati internet. Aktifkan paket internet 🌐
👉 https://gratiskuotainternet.xyz""

*Dapatkan Internet Gratis 100GB Selama 90 Hari.*Untuk semua Operator.
Klik di bawah untuk mengaktifkan Sekarang.
👉 https://gratiskuotainternet.xyz

""Untuk melawan virus Corona, kami menawarkan kepada Anda 1000GB koneksi internet gratis untuk tetap di rumah dengan selamat dan menikmati internet. Aktifkan paket internet 🌐
👉 https://gratiskuotainternet.xyz""

Kouta gratis",salah,tidak berantai,ekonomi,[fabricated content],,,
462,"Info: Brsan daerah Bago (RS Bayangkara ketimur) ada orang tua usia 70thn meninggal dunia krn Covid-19, beliau terpapar cucunya (OTG) yg baru pulang dr pondok Madiun 2hr yg lalu, setelah diperiksa ternyata si cucu positif Covid-19 & sekarang sdh dikarantina di rusun IAIN, kemungkinan mulai besok Bago Lockdown",salah,tidak berantai,lain,[false context],,,
463,"Info terbaru bapak ibu tamam raya tahap lima positif 
3orang, kronologis pasien kontak dengan kerabat yg pulang 
dari malaysia, dan taman raya tahap 5 ditetapkan zona 
merah. Tim medis yg bertindak awal dari puskesmas 
botania, dan pasien sudah dibawa ke RS galang????",salah,tidak berantai,lain,[fabricated content],,,
464,,salah,,,[misleading content],,,
465,Cepat atau lambat program rezim utk pengetesan covid 19 ke para kyai sudh di lakukan...rezim memaksa para kyai utk di suntik dgn dalih utk ketahanan tubuh dari virus..kyai di banten ini tegas menolak!!..,salah,tidak berantai,agama,[false context],,,
466,"Pengeluaran rokok ekspedisi tgl 25 maret 2020 sampe 30 april 2020 akan ditarik pihak terkait untuk dimusnahkan, diantaranya product hm.sampoerna : djisamsoe, sampoerna mild, sampoerna keretek, magnum.
https://jatim[dot]suara[dot]com/read/2020/04/30/045445/500-karyawan-hm-sampoerna-diduga-terpapar-corona-2-meninggal

Yang merokok agar berhati2....",salah,tidak berantai,ekonomi,[false context],,,
467,,salah,,,[misleading content],,,
468,"Assalamualaikum
Saya meneruskan berita valid dari grup MGMP TIK, bahwa seluruh guru dan pegawai SMAN 10 Yk diinstruksikan untuk menjalani isolasi mandiri sejak Jumat kemarin sampai 14 hari ke depan.
Kronologisnya :
Hari Kamis tgl 16 siang, pihak sekolah baru mengetahui bahwa salah satu pegawai cleaning servicenya berstatus OTG (tanpa gejala) dan seharusnya menjalani isolasi mandiri sejak Senin tgl 13.
Surat perintah isolasi mandiri dikeluarkan puskesmas Gamping setelah hasil rapid testnya positif. Ybs ditest karena ayahnya positif covid19 dan sudah dijemput untuk dirawat di RS.
Walaupun sudah diperintahkan untuk isolasi mandiri, ybs tidak memberitahu manajemen sekolah dan tetap masuk kerja sampai akhirnya dipaksa pulang oleh aparat desanya pada Kamis siang itu.
Mbok menawi ada rekan-rekan yang punya riwayat kontak dekat dengan guru/pegawai SMAN 10 Yk beberapa hari ke belakang
Salam sehat, bapak ibu
Stay strong”
Sleman covid",salah,tidak berantai,lain,[misleading content],,,
469,"Alfamart ???? akan menyumbangkan 6.000 kupon gratis senilai Rp 2.000.000 untuk membantu melawan Covid-19. Saya baru saja mengambil voucher saya di sini: https://t[dot]co/R8nJz1ubpQ”

_*Kupon Rp 2.000.000 dari Alfamart*_

_Buruan Dapatkan dari Alfamart_
_*Alfamart* 🛒 Memberikan 9.000 kupon gratis senilai Rp2.000.000._
_*Klik Di Bawah 👇*_
_http://alfamart.gratisurl.xyz_

http://alfamartkupons.gifts945.com/?c=tahunbaru

05:39:14",salah,tidak berantai,ekonomi,[fabricated content],,,
470,"Berita Dukacita;
Telah dipanggil Bapa Di Surga  Sabam Sirait, pada:
Hari : Jumat 17 April 2020 pkl.10.00
Di : RS.Antam Medika Jakarta.
Usia : 79 tahun.
Rencana disemayamkan: di Rumah Duka RS.Siloam Semanggi 
Dimakamkan: Sabtu, 18 April 2020 di TPU Sandiego Hills.
Demikian Berita Duka ini diterima dari putrinya Yulivia Sirait.",salah,tidak berantai,lain,[fabricated content],,,
471,"Assalamualaikum
Bapak & ibu di ingatkan anak-anak kita agr tetap di rumah selama berlaku PSBB (Tgl 10 April2020) karena kalau anak nya berada di luar akan dibawa ke kelurahan,di mintai keterangan dan yang ambil anaknya ke kelurahan orang tua bersama Sekolah / gurunya sanksi tegas kurungan 3 bulan % Kjp nya di cabut

Yuk…di ingatkan orang tua untuk kerjasamanya,ayo…dukung PSBB untuk pencegah penyebaran Virus Corona / Covid 19,agar Virus Coron hilang di Jakarta & Indonesia.

Biar kita menikmati susanan puasa, suasana lebaran & anak-anak kembali beraktivitas seperti sekolah, bermain & latihan sepakbola.

Terima kasih
HANYA MENGIGATKAN!",salah,tidak berantai,lain,[misleading content],,,
472,"KABAR GEMBIRA
Berita super Obat untuk virus C19 ditemukan ⬇
Informasi dari Negara Arab Palestina menyatakan bahwaVirus tidak menyebabkan kematian, Insya Allah.
Hanya dengan Resep sederhana. 1. Lemon/Jeruk Nipis ????2. Teh ☕Minumlah teh panas setelah dicampur perasan lemon (sebaiknya dengan kulitnya) dan jangan pakai gula: #Dapat segera mencegah dan membunuh virus #Dapat menghilangkan virus dari tubuh [????]
Dua bahan ini membuat sistem kekebalan tubuh menjadi bersifat basa, karena ketika malam tiba,sistem tubuh menjadi bersifat asam, kemampuan defensif juga akan berkurang.
Itu sebabnya orang Arab dan Palestina santai saja dengan virus itu, di Palestina, semua orang minum segelas air panas dengan campuran lemon di malam hari karena telah terbukti membunuh virus.Subhanallah. Bagikan dengan keluarga dan teman, dengan cara ini kita mudah²an tidak akan terinfeksi virus.”
Minum perasan air lemon hangat dapat membunuh Corona
Minum perasan air lemon hangat dapat membunuh Corona
Hoaks tentang teh yang bisa sembuhkan corona
Kulit jeruk bisa tangkal covid-19. Benarkah?

Ph pada lemon bantu sembuhkan covid
""Teh hangat dan lemon""
""Teh hangat dan lemon apakah obat vaksin""",salah,tidak berantai,kesehatan,[misleading content],,,
473,"*Breaking news* Orang Tampa Gejala - OTG
(semoga jadi PERHATIAN berSAMA)

*JUST INFO* _*Pasar Tebet Barat*_ ditutup total karena pemilik _*Toko Kristal*_ di lantai 2 positif dan meninggal kemarin, lalu Kepala Pasar Jaya Tebet Barat inisiatif untuk rapid test ke semua pedagang Pasar Tebet Barat, hasilnya : _*2 orang karyawan toko kristal positif, dan 12 orang suspect*_ Hebatnya ke-14 orang itu baik2 aja, gak demam, gak sakit tenggorokan atau sesak nafas. Terinfeksi tanpa gejala, akhirnya dibawa langsung ke Wisma Atlet dan semua pedagang Pasar Tebet Barat wajib karantina mandiri di rumah dibawah Dinkes.",salah,tidak berantai,lain,[fabricated content],,,
474,"PSBB di Kota Depok , berlaku mulai hari ini.
dari lenteng Agung di sekat, tdk boleh masuk ke Jln Margonda, diarahkan ke jln Komjen Yasin,
yang dari Citayem di sekat di tanjakan GDC, yg mau ke jln MARGONDA dibuang ke arah GDC kali mulya ,
yang dari Citayem di sekat di tanjakan GDC, yg mau ke jln MARGONDA , buang ke arah GDC kali mulya ,
jln . A Rahman hakim di sekat dari Beji , tdk boleh masuk ke jln Margonda.
jln Margonda juanda , di sekat , tdk boleh mobil luar Depok masuk ke Depok, dibuang ke jln Juanda,
jl.dahlia disekat mirip di GDC:
pelaksanakan mulai hari minggu 12 april 2020, sampai situasi
aman terkendali.",salah,tidak berantai,lain,[misleading content],,,
475,"Dear bapak/ibu

dalam masa pandemic ini, kami PT
Mutiara Optima Sinergi Indonesia (MOSI)
ingin menyampaikan, bahwa PT MOSI
saat ini bekerja sama dengan beberapa 
BUMN untuk mendatangkan Rapid Test
kit Covid-19 uangvakan tersedia dalam
2 minggu kedepan. Rapid Test ini akan 
sangat membantu masyarakat maupun
karyawan perihal dalam menekan
kepanikan dan anjuran masyarakat
yg mendatangi Rumah Sakit untuk
kepastian gejala gejala yg dirasakan
masing-masing orang.

Dengan pesan ini kami siap membantu
perusahaan bapak/ibu dalam
pemenuhan alat Rapid Test ini.
Silahkan memberikan informasi 
kebutuhan yang diperlukan kepada
kami, dengan membalas WA ini, dan
menyebutkan JUMLAH yang dibutuhkan
(minimum per 100 buah).

Demikian kami sampaikan, semoga 
pandemic ini berlalu secepatnya. 

Salam,
Eddy Robin",salah,tidak berantai,lain,[fabricated content],,,
476,"SubhanAllah
Pertama kali dalam sejarah
Presiden dan Senat AS membuka
sidang dengan ALQUR’AN",salah,tidak berantai,agama,[false context],,,
477,,salah,,,[fabricated content],,,
478,"Daftar list hotel di bali yg di jual
Hotel for SALE in BALI april 2020

1. Hotel Premium Legian Bali - IDR22,000,000,000
2-stars Hotel / *DIRECT OWNER*

2. Everyday Smart Hotel - Kuta Bali - IDR 60,000,000,000
2-stars Hotel / *DIRECT KUASA OWNER*

3. The Segara Suites Nusa Dua Bali - IDR 55,000,000,000
4-stars Condotel / *DIRECT KUASA OWNER*

4. Berry Biz Hotel Sunset road Kuta Bali - IDR110,000,000,000
3-stars Hotel / *DIRECT KUASA OWNER*

5. The Royal Beach Seminyak Bali - IDR1.500,000,000,000
5-stars Hotel / *DIRECT OWNER*

6.PoP! Harris Dewi Sri Kuta Bali - IDR150,000,000,000
2-stars Hotel / *DIRECT KUASA OWNER*

7.The Sintesa Jimbaran - IDR950,000,000,000
5-stars Hotel / *DIRECT OWNER*

8. Hotel Keraton Jimbaran - IDR600,000,000,000
4-stars Hotel / *DIRECT OWNER*

9. Swiss-belexpress Legian Kuta Bali - IDR125,000,000,000
3-stars Hotel / *DIRECT OWNER*

10. Swiss-belhotel Segara Nusa Dua Bali - IDR300,000,000,000
4-stars Hotel / *DIRECT OWNER*

11.PoP! Harris Teuku Umar Denpasar - IDR110,000,000,000
2-stars Hotel / *DIRECT KUASA OWNER*

12.Santosa City Hotel Denpasar - IDR40,000,000,000
2-stars Hotel / *DIRECT OWNER*

13.Aston Canggu Beach Resort - Bali - IDR200,000,000,000
4-stars Resort / *DIRECT KUASA OWNER*

14.Jimbaran Bay Beach Resort & Spa - IDR185,000,000,000
4-stars Resort / *DIRECT OWNER*

15.Ibis Bali Legian Street Hotel - IDR150,000,000,000
3-stars Hotel / *DIRECT KUASA OWNER*

16.Bali Relaxing Resort & Spa Tanjung Benoa - USD 50.000.000
5-stars Resort / *DIRECT OWNER*

17.Aston Denpasar Gatot Subroto - IDR400,000,000,000
4-stars Hotel / *DKK*

18.Hanging Gardens of Ubud - IDR1,000,000,000,000
5-stars Resort / *DIRECT OWNER*

19.THE Sterling - World hotel @Dreamland Resort - IDR 750,000,000,000
5-stars Resort / *DIRECT OWNER*

20.Jungle Fish - Ubud - IDR400,000,000,000
5-stars Hotel & Villa / *DIRECT KUASA OWNER*

21.Hotel Bintang 4 - Kartika Plaza Street Kuta - IDR400,000,000,000 / *DIRECT OWNER*

22.Art Resort Ubud - IDR 85,000,000,000
3-stars Boutique Resort / *DKK*

23.Swiss belresort Pecatu - IDR 500,000,000,000 / *DIRECT KUASA OWNER*
4-stars Resort

24.Hotel Bintang 3 - Tuban - Kuta Bali IDR185,000,000,000 / *DIRECT KUASA OWNER*

25.Summer home Umasari - IDR15,000,000,000
3-stars Boutique Hotel / *DIRECT OWNER*

26.Sing Ken Ken Boutique Hotel - IDR350,000,000,000
4-stars Boutique Hotel / *DIRECT OWNER*

27.Grand Livio Hotel - IDR175,000,000,000
3-stars Hotel / *DIRECT KUASA OWNER*

28.Zia Bali Seminyak / Daun Bali Seminyak - IDR160,000,000,000
3-stars Boutique Hotel / *DIRECT KUASA OWNER*

29.L Hotel Seminyak - IDR 145,000,000,000
4-stars Luxury Hotel / *DIRECT KUASA OWNER*

30.Swiss-belhotel Petitenget - IDR 250,000,000,000 4-stars Hotel / *DIRECT KUASA OWNER*

31.Kanvaz Village Resort Seminyak - IDR700,000,000,000
4-stars Boutique Hotel / *DIRECT OWNER*

32.Hotel d’Sri Saren Legian - Bali - IDR45,000,000,000
3-stars Hotel / *DIRECT OWNER*

33.Legian Sunset Residence Bali
IDR 70.000.000.000 / *DIRECT OWNER*
3-star hotel

34.pandawa Hill Resort
IDR 160.000.000.000
4 star hotel / *DIRECT OWNER*

35.Berry Glee Raya Kuta bali
IDR 150.000.000.000
3 Star hotel / *DIRECT KUASA OWNER*

36.Ion Hotel Nusa dua Bali
IDR 185.000.000.000
4 Star hotel / *DIRECT KUASA OWNER*

37.Bedrock Hotel tuban bali
IDR 300.000.000.000
4 Star hotel / *DIRECT KUASA OWNER*

38.Pullman hotel kuta 60% Saham
IDR 1.500.000.000.000.000
5 Star hotel / *DIRECT KUASA OWNER*

39.Lee Grande pecatu graha bali
IDR 650.000.000.000
5 star hotel / *DIRECT KUASA OWNER*

40.Suris Hotel kuta bali
IDR 55.000.000.000
2 Star hotel / *DIRECT OWNER*

41.Sun island legian kuta bali
IDR 250.000.000.000
4 Star hotel / *DIRECT OWNER*

42.Mercure pantai kuta bali
IDR 270.000.000.000
4 Star hotel / *DIRECT OWNER*

43.Rivavi hotel kuta
IDR 200.000.000.000
3 Star hotel / *DIRECT KUASA OWNER*

44.J hotel raya kuta
IDR 120.000.000.000
3 Star hotel / *DIRECT KUASA OWNER*

45.Saris hotel raya kuta bali
IDR 200.000.000.000
3 Star hotel / *DIRECT OWNER*

46.Souverigh Hotel tuban kuta bali
IDR 270.000.000.000
4 Star hotel / *DIRECT OWNER*

47.Kuta anggel hotel kuta bali
IDR 55.000.000.000
2 St
ar hotel

siapa tau berminat ????”",salah,tidak berantai,ekonomi,[fabricated content],,,
479,"Mulai besok weekend, jangan keluar rumah mencari makanan atau untuk apa pun, karena hal yang terburuk dimulai.
 ????????????

Tanggal inkubasi (14 hari) telah tiba. Dan banyak yg terinfeksi positif akan menunjukkan gejalanya.

Banyak orang bersin, batuk, dan orang lain bisa tertular, jadi sangat penting utk tetap di rumah, tidak brhubungan /  bertemu dengan orang lain.
Sangat berhati-hati adalah sangat penting.

Dari 4 April hingga 18 April kita harus menjaga diri kita sendiri, karena kita akan berada di puncak penyebaran virus dalam dua minggu. 

Biasanya dalam dua minggu itu semua yang terinfeksi akan muncul. 
Kemudian ada dua minggu tenang  kemudian dua minggu lagi mulai berkurang.

  Apa yang terjadi di Italia adalah bahwa siklus ini diabaikan pada musim penularan. 
Dan itulah mengapa semua kasus bercampur menjadi satu. 

Dan akhirnya, jangan menerima kunjungan dari siapa pun, bahkan dari keluarga yang sama.  Ini semua untuk kebaikan bersama.

Kita Akan Berada di Tingkat Infeksi Maksimum, dan Minim Uji Tes Korona.

JANGAN ABAIKAN PESAN INI, BAGIKAN KE SEMUA REKAN ANDA????”

Baru saja mendapat info ini:

Mulai besok, jangan keluar rumah mencari makanan atau untuk apa pun, karena hal yang terburuk dimulai, tanggal inkubasi telah tiba dan banyak yg terinfeksi positif akan menunjukkan gejalanya dan banyak orang bisa tertular, jadi sangat penting untuk tetap di rumah dan tidak berhubungan dengan tidak bertemu orang lain, sangat berhati-hati adalah sangat penting.

Dari 23 Maret hingga 3 April kita harus menjaga diri kita sendiri, karena kita akan berada di puncak penyebaran virus dalam dua minggu, biasanya dalam dua minggu itu semua yang terinfeksi akan muncul kemudian ada dua minggu tenang dan kemudian dua minggu lagi mulai berkurang.

  * Apa yang terjadi di Italia adalah bahwa siklus ini diabaikan pada musim penularan dan itulah mengapa semua kasus bercampur menjadi satu *.

*Dan akhirnya, jangan menerima kunjungan dari siapa pun, bahkan dari keluarga yang sama. Ini semua untuk kebaikan semua. *

*""KITA AKAN BERADA DI TINGKAT INFEKSI MAKSIMUM"".*

*JANGAN ABAIKAN PESAN INI, BAGIKAN KE SEMUA KONTAK ANDA*

Baru saja mendapat info ini:

Mulai besok, jangan keluar rumah mencari makanan atau untuk apa pun, karena hal yang terburuk dimulai, tanggal inkubasi telah tiba dan banyak yg terinfeksi positif akan menunjukkan gejalanya dan banyak orang bisa tertular, jadi sangat penting untuk tetap di rumah dan tidak berhubungan dengan tidak bertemu orang lain, sangat berhati-hati adalah sangat penting.

Dari 23 Maret hingga 3 April kita harus menjaga diri kita sendiri, karena kita akan berada di puncak penyebaran virus dalam dua minggu, biasanya dalam dua minggu itu semua yang terinfeksi akan muncul kemudian ada dua minggu tenang dan kemudian dua minggu lagi mulai berkurang.

  * Apa yang terjadi di Italia adalah bahwa siklus ini diabaikan pada musim penularan dan itulah mengapa semua kasus bercampur menjadi satu *.

*Dan akhirnya, jangan menerima kunjungan dari siapa pun, bahkan dari keluarga yang sama. Ini semua untuk kebaikan semua. *

*""KITA AKAN BERADA DI TINGKAT INFEKSI MAKSIMUM"".*

*JANGAN ABAIKAN PESAN INI, BAGIKAN KE SEMUA KONTAK ANDA*",salah,berantai,kesehatan,[misleading content],,,
480,"Tabikpun...
Kami atas nama keluarga 
besar Lampung,menerima 
dengan bahagia keluarga 
kami yang saat ini masih ada 
diperantauan. 
Dengan syarat,mengikuti prosedur ditiap pos2 pengawasan 
BPBN Lampung.

Dengan ini kami memberi 
waktu kepada keluarga 
besar kami yang masih diperantauan...hingga 
Hari Kamis, Tgl 7 April 2020. 
Kami menutup akses masuk 
gerbang Bakauheni,dan akan 
membuka kembali pada 
hari Jumat,tgl 29 Mei 2020.

LINDUNGI ORANG TUA, ADIK KAKAK
SANAK SAUDARA DI KAMPUNG.",salah,tidak berantai,lain,[manipulated content],,,
481,"Netflix gratis

selama karantina!

Sisa akun: 239

Selamat!

Anda telah menang!!

Untuk mengaktifkan akun Anda, ikuti langkah-langkahnya:

1. Bagikan ke 10 teman/grup Anda melalui WhatsApp (Klik ikon “WhatsApp” di bawah).

2. Klik “Aktifkan akun” dan masukkan email Anda.

3. Anda akan menerima akun Anda dalam 5-10 menit.

Netflix Due to COVID-19

Netflix is giving everyone a free 3-months subscription to help you stay at home!

Click here to get yours https://krii.me/Netflix
",salah,berantai,ekonomi,[fabricated content],,kejahatan,penipuan
482,KFC is giving away 1 FREE Bucket of Kentucky Fried Chicken to EVERYONE on its 68th ANNIVERSARY. Hurry Up! Get your FREE Chicken Bucket at : http://bucket[dot]onlineoffer[dot]xyz,salah,tidak berantai,ekonomi,[fabricated content],,kejahatan,penipuan
483,"Rakyat dipertontonkan perbuatan mega korupsi 59 triliun rezim Jokowi ditengah bencana Covid-19

Memanfaatkan situasi bencana , pemerintah mengambil paksa dana desa Rp 59 Triliun.

Stock belasan triliun yang dimiliki BNPB (Badan Nasional Penanggulangan Bencana) sudah habis dibagikan selama rezim Jokowi.

Ada banyak jalan pemerintah untuk menambah pundi-pundinya, memperkaya diri ditengah bencana kemanusiaaan Covid-19.

Sumber : Komunitas Intelijen
https://m.liputan6.com/…/pemerintah-sunat-rp-59-triliun-dan…

Komunitas Intelijen :
https://www.facebook.com/groups/145597852649940/",salah,tidak berantai,politik,[false context],,,
484,"Namanya (nama disensor terkait kenyamanan keluarga korban),
Meninggal  hari selasa tgl 31
maret jam 17.30 ( kemarin Sore ),
karena serangan CORONA.
Dia sekeluarga Kena Semua.
suaminya & anak2nya  masih
diisolasi  . SEKTOR. 2.  Barang
kali ada yg tinggal  di Bintaro,
walauppun berbeda Sektornya ,
tlg  hati2 melintas  di SEKTOR 2 ,
Krn sektor. 2.  Sudah dinyatakan
Zona Merah.",salah,tidak berantai,lain,[misleading content],,,
485,"Bulan ini ada kompensasi dari PLN karena pada WFH,

klik link dibawah :

https://layanan.pln.co.id/InfoTmp.html
Lumayan tambahan listrik dikit.

Khusus Banten, DKI Jakarta, Jawa Barat

[19:04, 3/29/2020] +62 813-9851-0349:",salah,tidak berantai,ekonomi,[misleading content],,,
486,☝️ Pertama kali dalam Sejarah Dunia...Para Pemuzik dan Penyanyi dari kalangan Penganut Agama Islam..Kristian...Yahudi dan Budha...hadhir bersama-sama di New Zealand...mengalunkan ASMAUL HUSNA (99 Nama ALLAH) dan kalimat Tauhid: 'Laa ilaaha illalloh' dalam Bahasa Arab...Khusus dalam menghadapi Wabah CV 19 ....Terlalu banyak hikmah berlakunya Wabah CV 19 sekarang ini...Saksikan hingga selesai ☝️,salah,tidak berantai,agama,[false context],,,
